name,objetivo,oferta_principal,publico_alvo,dor_principal,promessa,kpi_principal,status,id,created_date,updated_date,created_by_id,is_sample
<<<<<<< HEAD
"Invisalign","Gerar 20 Leads Qualificados","invisalign","Mulheres 25-40 anos","Dentes mal alinhados e sorriso indesejado!","Dentes alinhados e sorriso transformado","","planejamento","69875e42121cb015e4865d1d","2026-02-07T15:46:10.841000","2026-02-07T15:46:10.841000","697e811fd4fc2230311435d8","false"
=======
"Invisalign","Gerar 20 Leads Qualificados","invisalign","Mulheres 25-40 anos","Dentes mal alinhados e sorriso indesejado!","Dentes alinhados e sorriso transformado","","planejamento","69875e42121cb015e4865d1d","2026-02-07T15:46:10.841000","2026-02-07T15:46:10.841000","697e811fd4fc2230311435d8","false"
>>>>>>> 4e3178cb34ce3bf32522c80f65987e5c783feef1
